"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"","TEXT_SUBWIL013_00571_SEQ_00<tab>Wolkan of the Gladiators' Guild is muttering frantically to himself about an infestation of ladybugs in the region.","TEXT_SUBWIL013_00571_SEQ_00<tab>Wolkan sucht einen tüchtigen Kammerjäger, der sich der Marienkäferplage vor den Toren der Stadt annimmt.","","False","0x00000000","",""
"","TEXT_SUBWIL013_00571_SEQ_01<tab>Travel to western Thanalan and slay four of the pestilent ladybugs.","TEXT_SUBWIL013_00571_SEQ_01<tab>Die Marienkäfer haben sich im westlichen Thanalan zu einer echten Plage entwickelt und bedrohen das natürliche Gleichgewicht. Ganz zu schweigen von den Nerven hasenfüßiger Händler. Strecke vier der gepunkteten Käfer nieder.","","False","0x00000001","",""
"","TEXT_SUBWIL013_00571_SEQ_02<tab>You have bravely slain four unsuspecting ladybugs. Return to the Gladiators' Guild and tell Wolkan of your heroic deed.","TEXT_SUBWIL013_00571_SEQ_02<tab>Du hast genug Marienkäfer erledigt. Erstatte Wolkan in der Gladia<var 16 /var>toren<var 16 /var>gilde Bericht.","","False","0x00000002","",""
"","TEXT_SUBWIL013_00571_SEQ_03<tab>By felling several nefarious ladybugs, you have made the road through Thanalan a deal safer for traveling merchants.","TEXT_SUBWIL013_00571_SEQ_03<tab>Für <var 08 E905 ((eine Abenteureranfängerin)) ((einen Abenteureranfänger)) /var> hast du dich bravourös geschlagen. In nächster Zeit werden sich hilflose Händler und Wanderer nun nicht mehr vor den garstigen Marienkäfern zu fürchten brauchen.","","False","0x00000003","",""
"","TEXT_SUBWIL013_00571_SEQ_04<tab>","TEXT_SUBWIL013_00571_SEQ_04<tab>","","False","0x00000004","",""
"","TEXT_SUBWIL013_00571_SEQ_05<tab>","TEXT_SUBWIL013_00571_SEQ_05<tab>","","False","0x00000005","",""
"","TEXT_SUBWIL013_00571_SEQ_06<tab>","TEXT_SUBWIL013_00571_SEQ_06<tab>","","False","0x00000006","",""
"","TEXT_SUBWIL013_00571_SEQ_07<tab>","TEXT_SUBWIL013_00571_SEQ_07<tab>","","False","0x00000007","",""
"","TEXT_SUBWIL013_00571_SEQ_08<tab>","TEXT_SUBWIL013_00571_SEQ_08<tab>","","False","0x00000008","",""
"","TEXT_SUBWIL013_00571_SEQ_09<tab>","TEXT_SUBWIL013_00571_SEQ_09<tab>","","False","0x00000009","",""
"","TEXT_SUBWIL013_00571_SEQ_10<tab>","TEXT_SUBWIL013_00571_SEQ_10<tab>","","False","0x0000000A","",""
"","TEXT_SUBWIL013_00571_SEQ_11<tab>","TEXT_SUBWIL013_00571_SEQ_11<tab>","","False","0x0000000B","",""
"","TEXT_SUBWIL013_00571_SEQ_12<tab>","TEXT_SUBWIL013_00571_SEQ_12<tab>","","False","0x0000000C","",""
"","TEXT_SUBWIL013_00571_SEQ_13<tab>","TEXT_SUBWIL013_00571_SEQ_13<tab>","","False","0x0000000D","",""
"","TEXT_SUBWIL013_00571_SEQ_14<tab>","TEXT_SUBWIL013_00571_SEQ_14<tab>","","False","0x0000000E","",""
"","TEXT_SUBWIL013_00571_SEQ_15<tab>","TEXT_SUBWIL013_00571_SEQ_15<tab>","","False","0x0000000F","",""
"","TEXT_SUBWIL013_00571_SEQ_16<tab>","TEXT_SUBWIL013_00571_SEQ_16<tab>","","False","0x00000010","",""
"","TEXT_SUBWIL013_00571_SEQ_17<tab>","TEXT_SUBWIL013_00571_SEQ_17<tab>","","False","0x00000011","",""
"","TEXT_SUBWIL013_00571_SEQ_18<tab>","TEXT_SUBWIL013_00571_SEQ_18<tab>","","False","0x00000012","",""
"","TEXT_SUBWIL013_00571_SEQ_19<tab>","TEXT_SUBWIL013_00571_SEQ_19<tab>","","False","0x00000013","",""
"","TEXT_SUBWIL013_00571_SEQ_20<tab>","TEXT_SUBWIL013_00571_SEQ_20<tab>","","False","0x00000014","",""
"","TEXT_SUBWIL013_00571_SEQ_21<tab>","TEXT_SUBWIL013_00571_SEQ_21<tab>","","False","0x00000015","",""
"","TEXT_SUBWIL013_00571_SEQ_22<tab>","TEXT_SUBWIL013_00571_SEQ_22<tab>","","False","0x00000016","",""
"","TEXT_SUBWIL013_00571_SEQ_23<tab>","TEXT_SUBWIL013_00571_SEQ_23<tab>","","False","0x00000017","",""
"","TEXT_SUBWIL013_00571_TODO_00<tab>Slay ladybugs in western Thanalan.","TEXT_SUBWIL013_00571_TODO_00<tab>Marienkäfer erlegen","","False","0x00000018","",""
"","TEXT_SUBWIL013_00571_TODO_01<tab>Report to Wolkan at the Gladiators' Guild.","TEXT_SUBWIL013_00571_TODO_01<tab>Wolkan Bericht erstatten","","False","0x00000019","",""
"","TEXT_SUBWIL013_00571_TODO_02<tab>","TEXT_SUBWIL013_00571_TODO_02<tab>","","False","0x0000001A","",""
"","TEXT_SUBWIL013_00571_TODO_03<tab>","TEXT_SUBWIL013_00571_TODO_03<tab>","","False","0x0000001B","",""
"","TEXT_SUBWIL013_00571_TODO_04<tab>","TEXT_SUBWIL013_00571_TODO_04<tab>","","False","0x0000001C","",""
"","TEXT_SUBWIL013_00571_TODO_05<tab>","TEXT_SUBWIL013_00571_TODO_05<tab>","","False","0x0000001D","",""
"","TEXT_SUBWIL013_00571_TODO_06<tab>","TEXT_SUBWIL013_00571_TODO_06<tab>","","False","0x0000001E","",""
"","TEXT_SUBWIL013_00571_TODO_07<tab>","TEXT_SUBWIL013_00571_TODO_07<tab>","","False","0x0000001F","",""
"","TEXT_SUBWIL013_00571_TODO_08<tab>","TEXT_SUBWIL013_00571_TODO_08<tab>","","False","0x00000020","",""
"","TEXT_SUBWIL013_00571_TODO_09<tab>","TEXT_SUBWIL013_00571_TODO_09<tab>","","False","0x00000021","",""
"","TEXT_SUBWIL013_00571_TODO_10<tab>","TEXT_SUBWIL013_00571_TODO_10<tab>","","False","0x00000022","",""
"","TEXT_SUBWIL013_00571_TODO_11<tab>","TEXT_SUBWIL013_00571_TODO_11<tab>","","False","0x00000023","",""
"","TEXT_SUBWIL013_00571_TODO_12<tab>","TEXT_SUBWIL013_00571_TODO_12<tab>","","False","0x00000024","",""
"","TEXT_SUBWIL013_00571_TODO_13<tab>","TEXT_SUBWIL013_00571_TODO_13<tab>","","False","0x00000025","",""
"","TEXT_SUBWIL013_00571_TODO_14<tab>","TEXT_SUBWIL013_00571_TODO_14<tab>","","False","0x00000026","",""
"","TEXT_SUBWIL013_00571_TODO_15<tab>","TEXT_SUBWIL013_00571_TODO_15<tab>","","False","0x00000027","",""
"","TEXT_SUBWIL013_00571_TODO_16<tab>","TEXT_SUBWIL013_00571_TODO_16<tab>","","False","0x00000028","",""
"","TEXT_SUBWIL013_00571_TODO_17<tab>","TEXT_SUBWIL013_00571_TODO_17<tab>","","False","0x00000029","",""
"","TEXT_SUBWIL013_00571_TODO_18<tab>","TEXT_SUBWIL013_00571_TODO_18<tab>","","False","0x0000002A","",""
"","TEXT_SUBWIL013_00571_TODO_19<tab>","TEXT_SUBWIL013_00571_TODO_19<tab>","","False","0x0000002B","",""
"","TEXT_SUBWIL013_00571_TODO_20<tab>","TEXT_SUBWIL013_00571_TODO_20<tab>","","False","0x0000002C","",""
"","TEXT_SUBWIL013_00571_TODO_21<tab>","TEXT_SUBWIL013_00571_TODO_21<tab>","","False","0x0000002D","",""
"","TEXT_SUBWIL013_00571_TODO_22<tab>","TEXT_SUBWIL013_00571_TODO_22<tab>","","False","0x0000002E","",""
"","TEXT_SUBWIL013_00571_TODO_23<tab>","TEXT_SUBWIL013_00571_TODO_23<tab>","","False","0x0000002F","",""
"","TEXT_SUBWIL013_00571_WOLKAN_000<tab>Carried yer arse in here lookin' for work, eh? Well, yer in luck. Just so happens I've a deed what needs doin'.","TEXT_SUBWIL013_00571_WOLKAN_000<tab>Na, sieh mal einer an! <var 08 E905 ((Eine Abenteurerin)) ((Ein Abenteurer)) /var>, wie <var 08 E905 ((sie)) ((er)) /var> im Buche steht! Genau <var 08 E905 ((die)) ((der)) /var> Richtige für diesen brandgefährlichen Job!","","False","0x00000030","",""
"","TEXT_SUBWIL013_00571_WOLKAN_001<tab>Wild ladybugs've been wreakin' bloody havoc on the outskirts of town. Somethin' in the air of late's made 'em ornery as an aurochs in rut.","TEXT_SUBWIL013_00571_WOLKAN_001<tab>Keine Ahnung, ob's eine Folge der Klimaveränderung nach der Katastrophe ist oder so, aber in letzter Zeit vermehren sich die Marienkäfer draußen vor der Stadt wie Gil in den Taschen der Sultana. Im westlichen Thanalan kann man kaum einen Fuß vor den anderen setzen, ohne Angst haben zu müssen, auf einem der elenden Viecher auszurutschen.","","False","0x00000031","",""
"","TEXT_SUBWIL013_00571_WOLKAN_002<tab>Ain't much for fightin' on their own, but in numbers they're more than a match for any merchant who's seen more days at the teat than he has on the battlefield.","TEXT_SUBWIL013_00571_WOLKAN_002<tab>Für furchtlose Recken wie uns und dich natürlich 'n Pappenstiel, aber so manchen Händler mit Entomophobie dürfte beim Anblick des Insekten<var 16 /var>gewimmels das kalte Grausen packen.","","False","0x00000032","",""
"","TEXT_SUBWIL013_00571_WOLKAN_003<tab>Well, what'll it be? Fancy puttin' down four or so of the bloody buggers, or don't ye?","TEXT_SUBWIL013_00571_WOLKAN_003<tab>Die Kaufleute aber brauchen wir hier in Ul'dah, die Stadt lebt schließlich zu einem großen Teil vom Handel! Wenn du die Käferpopulation da draußen also etwas dezimieren könntest, wäre ich dir ziemlich dankbar. Vier weniger von den Biestern wären schon ein Anfang.","","False","0x00000033","",""
"","TEXT_SUBWIL013_00571_WOLKAN_010<tab>Back in one piece, are ye? It's about bloody time. ","TEXT_SUBWIL013_00571_WOLKAN_010<tab>Du hast den Marienkäfern die Fühler ordentlich verbogen? Stramme Leistung, <var 08 E905 ((meine Freundin)) ((mein Freund)) /var>!","","False","0x00000034","",""
"","TEXT_SUBWIL013_00571_WOLKAN_011<tab>I admit, ye look as though ye just picked up a sword yesterday. But ye handle yerself well enough, I'll give ye that.","TEXT_SUBWIL013_00571_WOLKAN_011<tab>Ehrlich gesagt hatte ich mir von einem offensichtlichen Grünschnabel wie dir nicht viel versprochen. Du hast mich angenehm überrascht!","","False","0x00000035","",""
"","TEXT_SUBWIL013_00571_WOLKAN_012<tab>And here, I'll give ye this, as well. Ain't worth a night in Ul'dah's finest pillowhouse, but I'm sure ye'll find a use for it.","TEXT_SUBWIL013_00571_WOLKAN_012<tab>Hier ist deine Belohnung ... Ein besseres Taschengeld, ich weiß. Aber jeder hat mal klein angefangen, nicht?","","False","0x00000036","",""
