"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"","TEXT_GAIUSB307_00848_SEQ_00<tab>Drest appears to be in greater control of his faculties.","TEXT_GAIUSB307_00848_SEQ_00<tab>Drest hat Vertrauen zu dir gefasst und hofft auf deine Hilfe.","","False","0x00000000","",""
"","TEXT_GAIUSB307_00848_SEQ_01<tab>To express his gratitude to Shamani Lohmani, Drest has asked you to deliver three coconuts filled with palm wine, a sweet beverage made from naturally fermented tree sap. Collect the three coconuts Drest has placed at Red Mantis Falls.","TEXT_GAIUSB307_00848_SEQ_01<tab>Drest möchte sich mit selbst produziertem Palmenwein bei Shamani Lohmani bedanken. Hilf ihm dabei, indem du am Mantisfall drei <var 32 ((EventItem)) 06F61E8711030502 /var> einsammelst.","","False","0x00000001","",""
"","TEXT_GAIUSB307_00848_SEQ_02<tab>You have no trouble locating Drest's palm wine. Deliver the gifts to Shamani Lohmani at Wineport.","TEXT_GAIUSB307_00848_SEQ_02<tab>Bring <var 32 ((EventItem)) 03F61E8711030502 /var> zu Shamani Lohmani im Weinhafen.","","False","0x00000002","",""
"","TEXT_GAIUSB307_00848_SEQ_03<tab>The blind vintner immediately identifies the palm wine with his impeccable sense of smell. Grateful for the gesture, he reflects upon the similarities between himself and the troubled man. Shamani Lohmani then thanks you for looking after Drest, with whom he resolves to spend more time.","TEXT_GAIUSB307_00848_SEQ_03<tab>Shamani Lohmani hat sich sehr über Drests Geschenk und noch mehr über seine Botschaft gefreut. Er ist froh darüber, dass sie sich gegenseitig Kraft gespendet haben.","","False","0x00000003","",""
"","TEXT_GAIUSB307_00848_SEQ_04<tab>","TEXT_GAIUSB307_00848_SEQ_04<tab>","","False","0x00000004","",""
"","TEXT_GAIUSB307_00848_SEQ_05<tab>","TEXT_GAIUSB307_00848_SEQ_05<tab>","","False","0x00000005","",""
"","TEXT_GAIUSB307_00848_SEQ_06<tab>","TEXT_GAIUSB307_00848_SEQ_06<tab>","","False","0x00000006","",""
"","TEXT_GAIUSB307_00848_SEQ_07<tab>","TEXT_GAIUSB307_00848_SEQ_07<tab>","","False","0x00000007","",""
"","TEXT_GAIUSB307_00848_SEQ_08<tab>","TEXT_GAIUSB307_00848_SEQ_08<tab>","","False","0x00000008","",""
"","TEXT_GAIUSB307_00848_SEQ_09<tab>","TEXT_GAIUSB307_00848_SEQ_09<tab>","","False","0x00000009","",""
